Date,AA UN Equity,AXP UN Equity,BA UN Equity,BAC UN Equity,CAT UN Equity,CSCO UW Equity,CVX UN Equity,DD UN Equity,DIS UN Equity,GE UN Equity,HD UN Equity,HPQ UN Equity,IBM UN Equity,INTC UW Equity,JNJ UN Equity,JPM UN Equity,KO UN Equity,MCD UN Equity,MMM UN Equity,MRK UN Equity,MSFT UW Equity,PFE UN Equity,PG UN Equity,T UN Equity,TRV UN Equity,UNH UN Equity,UTX UN Equity,VZ UN Equity,WMT UN Equity,XOM UN Equity
2011/10/11,10.3,45.76,63.97,6.37,80.66,16.99,97.6,43.42,32.61,16.14,34.71,25.92,185,22.99,63.96,32.3,33.4,89.34,76.42,31.93,27,18.85,64.57,28.77,50.42,46.64,73.74,36.5,54.72,76.27
2011/10/12,10.05,47.03,64.32,6.58,81.7,17.25,97.78,43.98,33.76,16.4,34.72,25.89,186.12,23.12,64.33,33.2,33.74,88.36,78.36,32.57,26.96,18.83,64.89,28.99,51.44,46.38,74.24,36.67,55.2,77.16
2011/10/13,10.1,46.33,63.53,6.22,81.44,17.42,97.79,43.77,33.55,16.22,34.41,25.63,186.82,23.39,64.23,31.6,33.7,89.31,77.8,32.7,27.18,18.76,64.65,29.1,50.45,46.53,73.54,37.02,55.02,76.37
2011/10/14,10.26,46.1,63.89,6.19,84.09,17.55,100.47,45.09,34.47,16.6,35.05,26.11,190.53,23.5,64.72,31.89,33.925,89.94,78.89,32.98,27.27,19.04,64.89,29.17,51.27,47.22,74.64,37.33,55.46,78.11
2011/10/17,9.58,45.12,61.78,6.03,81.52,17.17,98.61,43.78,33.39,16.23,34.65,24.86,186.59,23.28,63.79,31.04,33.5,88.66,75.88,32.31,26.98,18.69,64.26,29.02,49.58,46.6,72.12,36.94,54.78,77.47
2011/10/18,10.14,46.68,63.47,6.64,84.72,17.51,102.95,44.98,33.94,16.71,35.95,25.61,178.9,23.4,64.42,32.87,33.37,89.64,78.36,32.79,27.31,18.97,64.92,29.21,51.46,45.34,74.12,37.24,55.89,78.89
2011/10/19,9.77,46.13,63.11,6.4,83.56,17.16,102.24,43.8,33.61,16.52,35.4,24.98,177.39,24.24,62.64,32.25,33.515,89.62,77.7,32.54,27.13,18.81,64.75,29.09,54.39,46.45,73.26,37.05,56.25,78.43
2011/10/20,9.95,46.19,62.49,6.47,84.26,17.19,103.39,44.13,33.84,16.63,35.73,24.74,177.25,23.61,62.53,33.13,33.56,89.01,78.68,32.8,27.04,18.73,65.09,28.99,54.53,46.88,74.25,37.1,56.37,78.71
2011/10/21,10.21,48.46,64.59,6.46,87.39,17.38,105.53,45.15,35.16,16.31,36.86,25.39,181.63,24.04,63.78,33.42,34.095,92.32,80.48,33.35,27.16,19.06,66.26,29.13,57.35,47.92,75.56,37.42,56.92,80.13
2011/10/24,10.58,49.92,64.75,6.72,91.77,17.54,106.27,46.09,35.37,16.45,36.7,26.02,182.25,24.59,64.73,34.57,33.935,92.01,82.18,33.53,27.19,19.36,65.37,28.88,57.62,49.03,76.65,36.93,56.78,80.17
2011/10/25,10.14,49.42,63.72,6.46,89.89,17.6,104.5,44.94,34.49,16.22,36.04,25.03,180.36,24.63,63.69,33.49,33.475,91.77,77.04,32.91,26.82,18.87,64.51,28.41,56.34,48.76,75.28,36.19,56.71,79.44
2011/10/26,10.36,50.45,66.56,6.59,91.57,17.6,106.77,46.1,35.05,16.35,36.55,25.74,181.97,24.7,64.49,34.18,33.735,91.78,77.02,33.54,26.59,19.29,64.95,28.75,57.5,48.76,76.06,36.81,57.37,81.07
2011/10/27,11.34,52.06,67.49,7.22,96.33,18.44,108.97,48.73,36.28,17.37,37.22,26.99,185.88,25.13,65.5,37.02,34.285,93.51,81.41,34.31,27.25,19.84,65.26,29.47,59.4,49.18,79.3,37.66,57.81,81.88
2011/10/28,11.57,52.1,68.17,7.35,96.85,18.56,109.64,49.36,36.21,17.25,36.12,27.94,187.45,24.98,65.6,36.69,34.465,93.29,81,35.11,26.98,19.82,64.73,29.74,59.48,48.85,79.51,37.63,57.15,81.48
2011/10/31,10.76,50.62,65.79,6.83,94.46,18.53,105.05,48.07,34.88,16.71,35.8,26.61,184.63,24.54,64.39,34.76,34.16,92.85,79.02,34.5,26.63,19.26,63.99,29.31,58.35,47.99,77.98,36.98,56.72,78.09
2011/11/1,10.4,48.99,63.17,6.4,91.63,17.59,102.08,46.88,33.6,16.02,35.54,25.64,181.35,23.89,63.38,32.71,33.52,91.91,76.53,34.07,25.98,19.33,62.71,28.7,56.43,46.22,75.19,36.47,56.23,75.94
2011/11/2,10.7,50.32,64.4,6.72,93.94,17.85,104.54,47.83,34.07,16.25,35.99,25.91,183.92,23.85,63.64,33.64,33.885,92.53,78.06,34.19,26.01,19.53,62.86,29.08,57.71,46.36,76.91,36.8,56.86,77.37
2011/11/3,10.87,51.68,66.19,6.91,96,18.18,106.13,48.85,35.03,16.67,36.45,26.84,187.3,24.2,64.34,34.38,34.325,93,79.64,34.53,26.53,19.88,63.21,29.44,58.58,46.18,78.44,37.45,57.42,78.86
2011/11/4,10.93,51.18,65.8,6.49,95.74,18.03,106.43,48.7,34.76,16.39,36.39,26.97,186.38,23.74,64.12,33.97,33.89,93.81,79.3,34.02,26.25,19.66,63.03,29.16,58.14,45.58,77.8,37.17,57.5,78.52
2011/11/7,10.75,51.25,66.29,6.45,95,18.01,107.72,48.99,35.15,16.39,37.34,27.88,187.32,24.28,64,34.24,34.105,94.62,79.69,34.32,26.8,20.07,63.46,29.44,58.62,45.17,78.34,37.34,57.94,79.35
2011/11/8,10.78,51.34,66.65,6.53,95.89,18.31,108.86,49.81,35.29,16.48,37.94,27.84,187.25,24.75,64.86,35.02,34.325,94.6,81.83,34.47,27.16,20.08,64.21,29.46,59.03,46.15,78.87,37.52,59.32,79.76
2011/11/9,10.2,49.21,64.55,6.16,91.64,17.61,104.28,47.59,33.79,15.85,37.16,26.33,182.24,23.84,63.53,32.54,33.515,92.65,79,33.79,26.2,19.34,62.72,28.91,56.92,45.54,76.44,36.89,58.05,77.39
2011/11/10,10.25,49.09,64.83,6.03,92.2,18.61,105.5,47.51,34.64,16.06,37.2,26.76,183.35,24.06,64.12,32.74,33.695,93.26,80.32,34.97,26.28,19.79,63.24,29.16,57.4,46.13,77.47,37.33,58.13,78.7
2011/11/11,10.6,50.37,66.92,6.21,96.13,19.02,107.05,48.52,36.7,16.3,38.06,27.59,187.38,24.85,65.25,33.28,34.06,94.76,82.29,35.98,26.91,19.99,63.89,29.42,58.43,47.13,79.83,37.52,59.2,79.72
2011/11/14,10.38,49.45,67.94,6.05,96.53,18.95,106.17,48.25,36.12,16.1,38.25,27.32,187.35,24.63,64.91,32.55,33.895,94.06,81.87,35.67,26.76,19.79,63.05,29.19,57.53,46.94,79.05,37,58.89,78.96
2011/11/15,10.36,49.95,67.94,6.13,97.07,19.12,103.27,48.3,36.45,16.2,38.07,28.24,188.75,25.34,64.99,32.7,34,94.47,81.87,35.73,26.74,19.87,63.56,29.25,57.29,46.55,79.33,37.24,57.46,79.09
2011/11/16,9.97,48.12,66.34,5.9,95.75,18.8,101.05,47.1,35.53,15.95,37.84,27.93,186.62,24.94,64.4,31.47,33.505,93.15,81.87,35.09,26.07,19.57,63.28,28.78,56.34,44.91,77.45,36.65,56.68,78.25
2011/11/17,9.62,46.7,66.09,5.8,93.81,18.48,100.08,46.07,35.15,15.64,37.62,27.29,185.73,24.34,63.94,30.49,33.31,92.29,80.43,34.84,25.54,19.47,62.94,28.61,55.73,44.52,75.69,36.7,56.73,77.86
2011/11/18,9.69,46.88,67.46,5.78,93.93,18.42,97.88,46.41,35.63,15.65,37.88,27.99,185.24,24.29,63.85,30.62,33.695,92.74,80.54,34.95,25.3,19.53,63.24,28.64,56.22,44.55,76.11,36.46,57.23,77.9
2011/11/21,9.47,46.06,65.56,5.49,91.12,18,95.66,45.48,34.33,15.24,37.06,26.86,181.48,23.57,62.94,29.91,32.975,92.28,78.39,34.14,25,18.96,61.66,28.36,54.76,44.44,74.07,36.07,56.66,76.91
2011/11/22,9.26,46,64.35,5.37,89.99,17.92,96.42,45.4,34.02,14.99,37.1,26.65,181.31,23.24,62.9,29.41,32.985,92.65,77.83,33.81,24.79,18.9,61.69,28.08,53.94,44.42,73.05,36.19,56.85,76.03
2011/11/23,8.88,45.1,62.36,5.14,87.76,17.405,93.75,44.08,33.4,14.73,36.52,25.78,177.95,22.7,61.99,28.38,32.435,91.87,75.54,33.19,24.47,18.45,61.06,27.55,52.76,43.56,70.97,35.35,56.64,74.58
2011/11/25,8.95,45,62.78,5.17,86.72,17.5,92.29,43.86,33.51,14.7,36.47,25.39,177.06,22.7,61.27,28.48,32.37,92.1,76.13,33.16,24.3,18.45,61,27.41,53.41,43.67,71.04,35.35,56.89,73.9
2011/11/28,9.46,46.01,64.99,5.25,91.48,18.01,95.77,45.01,34.07,14.8,37.3,26.53,182.21,23.46,62.37,29.16,32.585,93.76,77.72,34.26,24.87,19.09,62.24,27.95,54.22,45.03,73.14,36.25,57.25,75.84
2011/11/29,9.31,45.55,65.26,5.08,90.54,17.68,97.39,45.08,34,14.92,38.96,26.9,180.94,23.58,62.78,28.56,33.095,93.46,77.24,34.48,24.84,19.4,62.53,28.06,54.07,45.88,72.98,36.63,58.17,76.93
2011/11/30,10.02,48.04,68.69,5.44,97.88,18.64,102.82,47.72,35.85,15.91,39.22,27.95,188,24.91,64.72,30.97,33.615,95.52,81.04,35.75,25.58,20.07,64.57,28.98,56.25,48.77,76.6,37.73,58.9,80.44
2011/12/1,9.81,47.79,70.98,5.53,96.82,18.58,101.83,47.29,35.99,15.91,39.34,28.22,189.45,24.92,64.45,30.46,33.415,95.5,80.3,35.68,25.28,20.03,64.08,28.84,55.04,48.52,76.58,37.77,58.61,79.79
2011/12/2,9.91,48.23,71.3,5.64,96.29,18.55,101.69,47.02,36.61,16.09,39.94,27.69,189.66,24.64,63.47,32.33,33.19,95.7,79.76,35.48,25.22,19.89,64.66,28.96,54.24,48.23,76.54,37.85,58.09,79.79
2011/12/5,10,48.78,71.09,5.79,96.85,18.79,102.82,47.98,36.94,16.33,40.23,28.12,190.84,25.01,63.36,33.51,33.155,95.35,80.93,35.26,25.7,19.84,64.84,29.15,54.67,48.27,76.64,38.05,58.34,80.45
2011/12/6,9.92,48.56,70.87,5.78,95.96,18.73,104.36,47.94,36.83,16.72,40.32,28.18,192.94,25.35,63.49,33.23,33.34,96.01,82.13,35.4,25.66,20.23,64.84,29.17,55.35,48.29,76.31,38.32,58.78,80.82
2011/12/7,9.9,49.16,70.6,5.89,94.89,18.99,104.52,48.08,37.1,16.74,40.73,28.41,194.05,25.66,64.45,34,33.39,96.45,82.39,35.61,25.6,20.47,65.23,29.4,55.9,49.34,76.25,38.31,58.51,81.08
2011/12/8,9.47,47.81,70.17,5.59,92.92,18.56,102.25,46.5,35.92,16.31,39.91,27.66,191.58,24.7,63.78,32.22,33.365,96.92,80.46,35.16,25.41,20.18,64.47,28.86,55.53,48.16,74.37,37.81,57.98,79.87
2011/12/9,9.64,48.8,71.93,5.72,95.97,18.88,104.25,45.04,36.56,16.84,40.23,27.9,194.56,25.01,64.53,33.18,33.785,98.03,82.2,35.68,25.7,20.56,64.97,29.03,56.02,48.91,76.31,38.43,58.32,81.34
2011/12/12,9.35,47.89,70.9,5.45,93.24,18.53,103.07,43.91,36.65,16.46,40.05,27.34,192.18,24,63.51,32.04,33.445,98.48,80.59,35.41,25.51,20.39,64.31,29.01,55.83,48.2,74.48,38.35,58.09,80.05
2011/12/13,9.04,47.39,70.9,5.32,90.98,18.47,103.62,43.49,36.33,16.42,39.51,26.8,191.15,23.56,63.36,31.29,33.24,98,79.41,34.99,25.76,20.76,64.73,29.04,55.93,47.93,74.2,38.26,57.6,80.53
2011/12/14,8.94,47.08,69.94,5.23,87,17.98,100.53,43.22,35.16,16.61,39.14,26.38,188.72,23.31,63.18,31.51,33.13,97.61,78.51,35.56,25.59,20.86,64.45,28.81,55.97,47.76,73.17,38.26,57.65,79.44
2011/12/15,8.78,46.42,70.61,5.26,87.7,18.04,99.67,43.7,35.19,16.79,39.42,26.16,187.48,23.31,64,31.76,33.445,98.14,78.86,36.36,25.56,21.14,64.99,28.79,56.81,48.52,73.53,38.42,57.95,80.03
2011/12/16,8.81,46.88,71.01,5.2,87.2,17.94,100.86,43.98,35.32,17.01,40.42,25.84,183.57,23.23,64.3,31.89,33.72,97.49,78.87,36.25,26,21.03,65.14,28.85,57.28,49,72.39,38.78,58.27,80.16
2011/12/19,8.53,46.04,70.16,4.99,87.25,17.7,99.72,43.24,34.75,16.86,40.2,25.13,182.89,23.1,63.53,30.7,33.685,97.24,77.82,36.47,25.52,21.15,64.95,28.74,56.71,48.97,71.75,38.63,57.78,79.53
2011/12/20,8.88,47.92,72.44,5.17,91.73,18.41,103.67,45.01,36.17,17.28,41.95,25.91,187.24,23.85,64.52,32.21,34.2,98.82,80.31,37.07,26.05,21.46,65.79,29.12,58.15,49.82,74.4,39.21,59.19,82
2011/12/21,8.85,47.49,73.59,5.23,91.63,17.92,105.43,45.18,36.27,17.69,42,25.44,181.47,23.68,64.96,32.32,34.785,99.2,80,37.33,25.76,21.68,66,29.3,59.09,49.99,73.62,39.23,59.39,83.12
2011/12/22,8.92,47.64,74.29,5.47,91.81,18.13,106.31,45.57,36.95,18.05,41.92,25.85,182.04,24.01,65.18,33.45,34.595,98.6,80.97,37.55,25.81,21.63,66.19,29.66,59.19,50.73,73.51,39.29,59.19,84.29
2011/12/23,8.87,47.95,73.97,5.6,92.25,18.47,107.5,46.17,37.7,18.23,42.1,25.89,184.75,24.37,65.98,33.57,34.97,100.15,82.2,37.9,26.03,21.83,66.65,29.87,59.35,51.35,74.18,39.98,59.99,85.22
2011/12/27,8.79,47.66,74.27,5.48,91.55,18.58,107.98,46.23,37.61,18.01,42.22,25.65,184.95,24.56,66.02,33.03,34.94,100.55,82.28,37.75,26.04,21.77,66.79,30.04,59.53,51.35,74.03,39.99,59.83,85.28
2011/12/28,8.52,46.97,73.26,5.29,89.37,18.16,105.96,45.46,37.24,17.83,41.53,25.21,183.99,24.24,65.45,32.65,34.755,99.58,81.15,37.43,25.82,21.53,66.54,29.95,58.86,50.71,73.13,39.76,59.73,84.18
2011/12/29,8.63,47.52,74.11,5.46,90.58,18.25,107.47,45.85,37.71,18.07,42.01,25.62,186.18,24.55,65.88,33.42,35.08,100.81,82.11,37.73,26.02,21.71,66.97,30.17,59.68,51.18,73.82,40.05,59.99,85.27
2011/12/30,8.65,47.17,73.35,5.56,90.6,18.08,106.4,45.78,37.5,17.91,42.04,25.76,183.88,24.25,65.58,33.25,34.985,100.33,81.73,37.7,25.96,21.64,66.71,30.24,59.17,50.68,73.09,40.12,59.76,84.76
2012/1/3,9.23,48.39,74.22,5.8,93.98,18.66,110.37,46.51,38.31,18.36,42.14,26.62,186.3,24.54,65.88,34.98,35.07,98.84,83.49,38.31,26.83,21.97,66.83,30.38,58.99,51.49,74.66,39.73,60.33,86
2012/1/4,9.45,48.24,74.33,5.81,94.85,18.99,110.18,47.02,38.85,18.56,42.74,26.6,185.54,25.11,65.48,34.95,34.85,99.39,84.18,38.34,27.4,21.77,66.8,30.43,58.75,52.24,75.05,39.21,59.71,86.02
2012/1/5,9.36,48.8,73.53,6.31,95.52,18.92,109.1,46.7,39.5,18.55,43.09,26.5,184.66,25.4,65.4,35.68,34.685,99.83,83.8,38.74,27.68,21.6,66.52,30.4,59.33,52.59,74.33,38.94,59.42,85.76
2012/1/6,9.16,48.27,73.98,6.18,95.76,18.87,108.31,46.04,39.91,18.65,43.2,26.43,182.54,25.29,64.83,35.36,34.465,100.6,83.37,38.47,28.11,21.56,66.36,29.68,59.35,52.78,73.9,38.33,59,85.12
2012/1/9,9.43,48.39,74.53,6.27,97.1,18.97,109.49,46.43,39.75,18.86,43.23,26.44,181.59,25.47,64.93,35.3,34.465,99.64,83.87,38.39,27.74,21.82,66.64,29.66,59.7,52.72,74.1,38.37,59.18,85.5
2012/1/10,9.44,48.67,75,6.63,99.96,18.83,109.06,47.14,39.63,18.72,43.53,26.69,181.31,25.59,65.2,36.05,34.67,99.7,84.3,38.52,27.84,21.94,66.33,29.76,60.1,52.62,76.03,38.57,59.04,85.72
2012/1/11,9.63,48.95,74.74,6.87,99.64,19.07,107.77,47.3,38.7,18.88,43.46,26.65,182.32,25.8,65.13,36.66,34.03,99.93,83.77,38.41,27.72,21.9,65.68,29.99,59.9,53.01,76.7,38.9,59.4,85.08
2012/1/12,9.93,49.65,75.51,6.79,101.94,19.15,104.97,48.1,38.73,18.93,43.39,26.95,180.55,25.75,65.23,36.85,33.785,100.57,84.28,38.61,28,21.99,65.81,30.12,59.8,52.87,77.24,38.92,59.5,84.74
2012/1/13,9.8,49.76,74.6,6.61,102.48,19.06,106.09,48.4,38.4,18.84,43.51,26.49,179.16,25.14,65.26,35.92,33.495,100.35,83.6,38.32,28.24,21.84,65.81,30.07,59.39,52.7,76.08,38.92,59.54,84.88
2012/1/17,9.76,50.22,75.24,6.48,103.37,19.31,106.73,48.54,38.48,18.74,43.74,26.46,180,25.05,65.12,34.91,33.675,100.55,84.23,38.83,28.26,21.95,66.26,30.25,59.69,53.57,77.04,39.02,59.85,85.69
2012/1/18,10.02,50.56,75.06,6.8,104.26,19.54,106.83,49.45,39.02,19.02,44.88,27,181.07,25.39,65.28,36.54,33.795,101.56,85.07,38.87,28.23,21.97,66.03,30.33,59.89,53.94,77.6,39.01,60.01,86.45
2012/1/19,10.18,50.95,75.56,6.96,105.75,19.79,106.93,49.4,39.44,19.15,45.41,27.15,180.52,25.63,65.19,36.93,33.725,101.26,85.8,39.26,28.12,21.84,66.08,30.42,60.3,52.32,77.19,39,60.61,87.03
2012/1/20,10.17,50.04,75.52,7.07,105.64,19.92,106.89,49.42,39.31,19.15,44.51,28.13,188.52,26.38,65.27,37.36,34.045,101.74,85.65,39.2,29.71,21.9,66.23,30.51,61.59,52.27,76.69,38.97,61.01,87.49
2012/1/23,10.25,49.44,75.51,7.25,106.37,19.83,107.01,49.35,39.25,18.94,44.88,28.68,189.98,26.71,65,37.66,34.265,100.95,85.61,38.77,29.73,21.71,65,30.4,60.29,52.43,76.86,38.4,60.91,87.47
2012/1/24,10.27,49.23,75.36,7.29,106.29,19.82,106.72,49.41,39.25,18.84,44.96,28.52,191.93,26.9,65,37.66,33.95,98.75,85.93,38.77,29.35,21.66,64.5,30.09,58,51.33,77.78,37.79,61.39,87.18
2012/1/25,10.48,50.17,75.82,7.35,109.05,19.83,107.73,50.59,39.56,19.13,45.26,28.32,191.73,26.89,65.22,37.6,34.215,99.23,86.48,38.68,29.56,21.72,64.98,30.21,59.15,51.57,77.65,37.69,61.47,87.22
2012/1/26,10.36,49.98,75.31,7.3,111.31,19.83,106.59,50.94,39.35,19.07,44.95,27.99,190.98,26.75,65.7,37.49,34.005,99.18,87.58,38.78,29.5,21.63,64.8,29.45,58.7,50.35,77.41,37.34,60.97,86.77
2012/1/27,10.43,49.85,74.55,7.29,111.28,19.56,103.96,50.72,39.25,19.03,44.87,27.88,190.46,26.75,65.56,37.21,33.72,98.69,87.46,38.52,29.23,21.48,64.3,29.16,58.05,51.02,77.62,37.21,60.71,85.83
2012/1/30,10.32,49.12,74.16,7.07,110.41,19.55,103.41,50.97,38.99,18.9,44.77,27.88,192.5,26.74,65.71,37.01,33.73,98.69,87.34,38.89,29.61,21.58,63.21,29.34,58.11,51.07,77.61,37.61,61.3,85.49
2012/1/31,10.16,50.14,74.18,7.13,109.12,19.63,103.08,50.89,38.9,18.71,44.39,27.98,192.6,26.42,65.91,37.3,33.765,99.05,86.71,38.26,29.53,21.4,63.04,29.41,58.3,51.79,78.35,37.66,61.36,83.74
2012/2/1,10.2,50.62,75.37,7.36,110.52,19.8,102.85,51.56,39.33,18.77,44.47,28.76,192.62,26.55,65.69,37.6,33.925,98.4,87.35,38.63,29.89,21.31,63.21,29.6,59.27,53.26,80.22,37.8,62.18,83.97
2012/2/2,10.42,51.16,75.22,7.45,110.33,19.8,103.69,51.4,38.91,18.75,44.46,28.5,191.53,26.49,65.59,37.55,33.915,98.62,87.43,38.44,29.95,21.11,63.32,29.79,59.39,52.54,80.02,37.56,61.94,83.53
2012/2/3,10.76,52.25,76.34,7.84,113.94,20.09,105.5,52.01,40,19.02,45.17,29.07,193.64,26.74,65.64,38.28,34.04,100.01,87.73,38.37,30.24,21.2,62.77,29.95,60.12,51.31,81.05,37.84,62.03,84.92
2012/2/6,10.74,51.81,75.46,7.97,113.78,20.19,106.67,51.78,40.46,19.05,45.2,28.76,192.82,26.72,65.19,38.14,34.015,99.49,87.56,38.4,30.2,20.95,63.51,29.97,59.33,51.29,80.57,38.14,61.88,85.75
2012/2/7,10.67,52.13,75.2,7.85,113.81,20.2,106.83,51.61,40.98,19.18,45.46,28.95,193.35,26.64,65.26,37.87,34.275,100.91,87.89,38.63,30.35,21.05,63.7,30.04,59.74,52.03,80.28,37.92,61.69,86.34
2012/2/8,10.67,51.64,75.46,8.13,114.04,20.43,106.76,51.65,41.27,19.24,45.17,29.46,192.95,26.85,65.24,38.3,34.165,100.05,87.97,38.42,30.66,21.01,63.64,30.02,59.85,52.14,81.74,37.92,61.62,85.32
2012/2/9,10.64,52.31,75.9,8.18,112.83,20,106.37,52.06,41.53,19.13,45.27,29.11,193.13,26.86,64.89,37.86,33.985,99.99,88.02,38.15,30.77,21.14,64.04,29.99,59.89,53.06,83.78,37.92,61.96,84.88
2012/2/10,10.29,51.81,74.95,8.07,111.75,19.9,105.28,51.15,41.45,18.89,45.33,28.71,192.42,26.67,64.6,37.61,33.97,99.47,87.14,37.91,30.5,21.05,63.88,29.84,59.36,53.32,83.5,37.69,61.9,83.78
2012/2/13,10.33,52.07,74.85,8.25,113.7,20.03,106.38,50.6,41.79,19.07,45.93,28.75,192.62,26.7,64.68,38.3,34.22,99.65,88.03,38.11,30.58,21.3,64.23,30.04,58.99,53.85,84.88,38.13,61.79,84.42
2012/2/14,10.21,51.96,75.56,7.98,114.45,20.07,106.49,49.66,41.6,18.94,46.06,29.08,192.22,26.78,64.61,37.92,34.45,99.55,87.99,38.21,30.25,21.33,64.48,30.07,59.16,54.46,84.64,38.04,62.22,84.67
2012/2/15,10.1,51.52,75.21,7.78,112.53,19.91,105,49.46,41.25,18.76,45.71,29.12,192.25,26.58,64.65,37.4,34.2,98.61,87.01,38.02,30.05,21.11,64.55,29.87,59.29,54.62,82.6,37.83,61.76,84.12
2012/2/16,10.28,52.87,75.27,8.09,113.96,20.19,106.52,50.53,41.54,19.01,45.93,29.89,193.02,26.84,64.92,38,34.43,99.26,87.65,38.14,31.3,21.32,65.2,30.02,59.44,54.79,83.22,38.05,62.04,85.41
2012/2/17,10.15,52.86,75.35,8.02,113.95,20.29,106.66,51.48,41.75,19.28,46.71,29.59,193.42,27.37,64.99,38.47,34.525,99.99,87.56,38.56,31.25,21.19,64.91,30.01,59.85,54.68,83.78,38.46,62.48,85.62
2012/2/21,10.41,52.85,75.72,8.11,115,20.36,108.41,51.6,41.57,19.41,46.92,29.35,193.39,27.16,65.04,38.46,34.41,100.49,87.6,38.13,31.44,21.22,64.42,30.34,59.27,55.32,83.96,38.49,60.07,86.57
2012/2/22,10.38,52.79,76.06,7.95,115.81,20.12,107.5,51.28,41.27,19.39,46.57,28.94,193.87,26.73,65,38.07,34.625,100.66,87.76,38.22,31.27,21.36,64.44,30.28,58.94,55.18,83.95,38.21,58.6,86.92
2012/2/23,10.46,52.67,75.85,8.02,116.2,20.23,108.35,51.43,41.48,19.31,46.95,27.05,197.61,26.66,65.1,38.49,34.59,100.81,87.9,38.51,31.37,21.03,66.42,30.46,58.96,54.94,83.49,38.13,58.54,87.02
2012/2/24,10.43,53.33,76.06,7.88,116,20.14,109.08,50.99,41.31,19.24,46.98,26.64,197.76,26.7,64.46,38.28,34.5,100.32,88.2,38.2,31.48,21.18,66.71,30.34,58.6,55.65,83.97,38.14,58.79,87.34
2012/2/27,10.32,54.18,75.21,8.04,115.63,20.17,109.63,51.2,41.64,19.07,46.93,26.25,197.53,26.89,64.45,39.06,34.415,100.36,88.07,38.15,31.35,21.26,66.7,30.36,58.6,55.73,83.63,38.13,58.46,87.23
2012/2/28,10.37,53.76,75.16,8.12,115.76,20.2,109.61,51.39,41.93,19.16,47.23,26.18,197.98,27.24,65.18,39.21,34.425,99.78,87.77,38.38,31.87,21.22,67.39,30.53,58.4,55.84,83.47,38.15,58.93,87.14
2012/2/29,10.17,52.89,74.95,7.97,114.21,19.88,109.12,50.85,41.99,19.05,47.57,25.31,196.73,26.88,65.08,39.24,34.93,99.28,87.6,38.17,31.74,21.1,67.52,30.59,57.97,55.75,83.87,38.11,59.08,86.5
2012/3/1,10.27,53.57,75.08,8.12,113.39,19.88,109.76,51.33,42.39,19.12,47.46,25.25,197.53,26.86,64.83,40.37,34.8,99.25,87.49,37.79,32.29,21.49,66.66,30.63,58.42,55.99,84.16,38.43,58.82,86.83
2012/3/2,10.24,52.99,74.9,8.13,112.49,19.76,109.61,51.45,42.36,18.97,47.41,25.32,198.81,26.91,64.77,40.63,34.59,99.5,87.52,37.93,32.08,21.41,66.67,30.87,58.01,55.84,84.54,38.67,59.01,86.33
2012/3/5,9.87,52.97,74.13,7.97,110.09,19.6,109.32,50.89,42.7,18.85,47.39,25.01,200.66,26.54,64.91,40.4,34.615,99.94,87.06,38.45,31.8,21.5,66.95,30.99,58.5,55.04,83.29,39,59.4,87.01
2012/3/6,9.47,51.73,72.56,7.71,106,19.48,108.85,50.03,42,18.42,46.39,24.19,197.26,26.59,64.35,39.32,34.38,99.86,84.95,37.45,31.56,21.25,66.84,30.71,56.96,54.46,81.39,38.69,58.96,85.86
2012/3/7,9.55,52.27,73.52,8.02,108.28,19.41,109.46,50.23,41.75,18.77,47.39,24.36,197.77,26.91,64.3,39.95,34.395,100.18,85.47,37.31,31.84,21.37,66.58,30.88,56.87,54.39,82.57,38.87,59.86,85.83
2012/3/8,9.77,52.95,74.17,8.06,110.28,19.68,110.03,51.08,42.02,19.03,47.82,24.64,199.81,26.85,64.85,40.44,34.635,96.96,86.71,37.39,32.01,21.44,66.9,31,57.1,55.61,83.53,39.22,59.77,84.83
2012/3/9,9.81,53.2,73.29,8.05,110.22,19.8,109.57,51.5,42.24,19.04,48.1,24.18,200.62,27.07,64.74,41.03,34.755,96.84,86.8,37.6,31.99,21.48,66.93,31.18,57.61,55.78,83.55,39.1,60.08,84.3
2012/3/12,9.87,52.77,73.6,7.99,108.94,19.83,110,51.2,42.34,19.13,48.59,24.04,201,26.97,65.1,40.54,35.075,96.66,87.54,38.1,32.04,21.54,67.71,31.44,57.61,55.02,83.99,39.32,60.68,85.55
2012/3/13,10.31,54.25,74.31,8.49,113.3,20.22,111.19,52.68,44.01,19.59,49.14,24.57,203.78,27.49,65.33,43.39,35.125,96.78,88.75,38.28,32.67,22.01,67.9,31.63,58.41,55.33,86.57,39.48,61,86.86
2012/3/14,10.28,56.15,75.23,8.84,112.27,20.19,110.69,52.66,43.48,19.79,49.47,24.34,204.72,27.46,65.08,43.58,35.11,97.29,88.87,38.22,32.77,21.93,67.85,31.45,58.95,55.78,86.81,39.47,61.08,86.02
2012/3/15,10.35,56.72,75.43,9.24,113.45,19.91,110.03,53.56,43.47,20.16,49.2,24.4,206,27.75,65.07,44.7,35.165,98.04,90,38.06,32.85,21.91,67.68,31.64,59.08,55.71,86.89,39.54,61.23,86.09
2012/3/16,10.54,56.55,75.2,9.8,113.58,20.03,110.28,53.38,43.19,20.2,49.05,24.49,206.01,27.73,65.12,44.57,35.08,97.66,89.56,38.03,32.6,21.94,67.25,31.59,59.2,55.59,85.48,39.57,60.84,86.44
