Date,AA UN Equity,AXP UN Equity,BA UN Equity,BAC UN Equity,CAT UN Equity,CSCO UW Equity,CVX UN Equity,DD UN Equity,DIS UN Equity,GE UN Equity,HD UN Equity,HPQ UN Equity,IBM UN Equity,INTC UW Equity,JNJ UN Equity,JPM UN Equity,KO UN Equity,MCD UN Equity,MMM UN Equity,MRK UN Equity,MSFT UW Equity,PFE UN Equity,PG UN Equity,T UN Equity,TRV UN Equity,UNH UN Equity,UTX UN Equity,VZ UN Equity,WMT UN Equity,XOM UN Equity
2009/2/6,8.4,17.93,42.92,6.13,33.28,17.04,74.9,24.57,19.45,11.1,23.53,36.85,96.14,14.73,58.51,27.63,21.775,58.46,52.39,30.77,19.66,14.84,54,26.08,39.72,28.94,49.03,29.6389,49.63,80.34
2009/2/9,8.5,17.75,42.8,6.89,32.72,16.85,74.42,24.84,19.44,12.64,23.09,36.33,96.82,14.91,58.5,27.28,21.155,59.02,54.11,30.65,19.44,14.71,52.94,25.89,40.61,29.52,49.62,29.3305,49.28,79.48
2009/2/10,7.65,15.97,40.21,5.56,30.92,16.05,71.12,23.67,18.76,11.62,22.21,35.21,93.27,14.08,56.73,24.62,20.335,57.28,51.08,29.01,18.8,14.07,51.45,24.56,38.84,27.97,47.06,28.0317,47.72,76.14
2009/2/11,7.7,16.36,40.33,6.07,31.13,16.17,71.26,23.13,18.5,11.94,22.14,35.08,95.16,14.11,57.33,26.09,20.635,57.08,51.29,29.72,19.21,14.38,51.16,24.44,40.96,28.55,47.62,28.013,48.23,74.58
2009/2/12,7.51,16.19,39.86,5.87,31.02,16.2,69.86,22.91,18.83,11.68,21.98,35.24,95.07,14,57.78,26.19,22.195,56.96,49.97,29.34,19.26,14.65,51.28,24.29,41.74,29.48,46.91,27.9009,48.13,75.22
2009/2/13,7.48,15.74,40.48,5.57,30.94,16.1,69.73,22.4,18.52,11.44,21.22,35.87,93.84,13.88,57.1,24.69,21.925,56.81,49.42,28.75,19.09,14.58,51.09,24.19,40.37,28.96,47.09,27.6206,46.53,74.59
2009/2/17,6.75,13.96,38.43,4.9,28.98,15.29,66.18,21.21,17.84,10.81,19.94,34.34,90.67,13.21,55.98,21.65,21.3,55.68,47.42,28.61,18.09,14.25,50.11,23.22,39.17,28.42,45.68,26.4059,48.24,71.28
2009/2/18,6.49,14.1,37.98,4.57,28.44,15.37,66.12,21.14,17.63,10.86,19.8,34.08,91.51,13.36,55.83,21.51,21.34,56.41,47.14,28.64,18.12,14.16,50.95,22.96,38.93,28.33,44.85,26.2283,50,71.94
2009/2/19,6.35,12.87,37.57,3.93,27.02,15.04,66.68,20.88,17.69,10.06,20.16,31.39,88.93,12.68,55.93,20.6,21.65,55.31,47.07,28.53,17.91,14.03,51.13,23.19,38.5,28.65,44.72,26.1536,50.45,72.16
2009/2/20,6.29,12.97,36.31,3.79,26.66,15.08,65.07,20.38,17.53,9.38,19.46,31.24,88.79,12.78,54.65,19.9,21.42,54.57,47.25,28.1,18,13.71,50.25,23.58,38.34,27.98,43.99,26.9198,50.02,71.23
2009/2/23,5.81,12.15,34.46,3.91,25.12,14.36,62.94,18.91,16.97,8.85,18.71,29.28,84.37,12.08,53.65,19.51,21.045,53.87,45.41,27.88,17.21,13.27,48.9,22.68,37.49,23.82,42.35,26.0228,48.88,69.3
2009/2/24,6.39,13.62,35.44,4.73,26.04,14.99,65.28,19.71,17.92,9.08,20.67,29.62,86.4,12.73,54.54,21.02,21.53,54.76,47.4,28.53,17.17,13.59,49.77,23.25,39.24,24.21,43,26.6955,50.01,72.09
2009/2/25,6.47,13.07,33.91,5.16,25.03,14.77,63.5,19.23,17.36,9.01,20.31,30.12,85.9,13.03,53.96,21.73,21.185,54.29,46.61,27.91,16.96,13.08,49.92,23.71,37.9,23.03,41.52,26.6768,49.21,72.05
2009/2/26,6.51,12.57,32.71,5.32,24.23,14.49,63.17,18.9,16.86,9.1,20.64,30.24,88.97,12.71,52.44,23.05,20.535,52.2,46.33,26.04,16.42,12.7,48.97,24.09,36.71,20.07,41.1,26.6114,48.25,70.95
2009/2/27,6.23,12.06,31.44,3.95,24.61,14.57,60.71,18.76,16.77,8.51,20.89,29.03,92.03,12.74,50,22.85,20.425,52.25,45.46,24.2,16.15,12.31,48.17,23.77,36.15,19.65,40.83,26.6582,49.24,67.9
2009/3/2,5.49,11.06,29.51,3.63,22.17,14.32,57.62,17.44,16.05,7.6,19.92,28.07,89.05,12.31,47.92,21.16,19.845,51.85,42.84,23.44,15.79,11.66,46.87,23.04,35.71,17.48,39.17,25.7144,48.04,64.91
2009/3/3,5.53,11.82,29.36,3.65,22.47,14.39,57.73,17.55,16.36,7.01,18.89,28.17,87.77,12.28,47.64,21.01,19.415,52.43,43.12,23.05,15.88,11.87,46.63,22.67,34.75,17.8,38.55,25.5182,47.38,64.36
2009/3/4,6.24,11.71,30.31,3.59,25.44,15.25,59.28,18.21,16.94,6.69,19.01,28.65,89.49,12.76,49.1,19.3,19.865,53.15,44.82,23.17,16.12,12.5,47.31,23,35.64,17.96,39.16,26.3031,48.49,65.68
2009/3/5,5.26,10.33,29.39,3.17,23.49,14.55,56.46,16.97,15.99,6.66,18.15,27.08,87.48,12.31,47.67,16.6,18.925,50.86,42.51,22.14,15.27,12.67,45.4,22.56,33.94,16.35,37.92,26.0788,49.75,62.22
2009/3/6,5.22,10.26,30.1,3.14,23.23,14.18,58.27,16.87,15.83,7.06,18,26.98,85.81,12.41,47.97,15.93,19.55,52.12,41.83,22.74,15.28,12.73,45.71,22.58,34.44,17.9,38.54,25.4902,48.91,64.03
2009/3/9,5.39,10.64,31,3.75,23.92,13.62,58.28,16.14,15.59,7.41,18.23,25.53,83.48,12.55,46.6,15.9,19.375,52.32,42.07,20.99,15.15,12.63,44.18,21.72,33.52,17.79,37.56,24.4623,47.51,64.57
2009/3/10,6.12,12.17,33.01,4.79,26.51,14.75,61.78,17.92,16.61,8.87,19.42,27.04,87.25,13.92,47.78,19.5,19.58,52.6,45.49,22.2,16.62,13.09,45.17,23.02,35.69,19.31,40.79,25.7985,48.67,67.39
2009/3/11,5.76,11.93,33.27,4.93,26.31,15.02,61.22,18.35,16.59,8.49,19.68,28.61,88.62,13.96,47.9,20.4,19.785,51.03,46.8,21.94,17.11,12.79,45.07,23.35,35.04,19.12,41.06,25.6397,47.46,65.77
2009/3/12,5.98,13.15,33.63,5.85,27.02,15.51,63.4,19.06,17.43,9.57,20.33,29.34,90.4,14.52,49,23.2,20.42,52.17,48,24.03,17.01,14.02,45.78,24.35,37.03,20.41,41.8,26.2937,48.94,67.15
2009/3/13,5.73,13.09,33.4,5.76,26.78,15.51,62.91,19.49,17.13,9.62,20.71,29.45,90.36,14.7,50.64,23.75,20.61,52.38,48,27.07,16.65,14.54,46.95,24.27,38.34,21.36,40.57,26.5367,49.19,67.2
2009/3/16,6.12,12.66,33.83,6.18,26.42,15.45,62.94,20.26,17.21,9.66,20.14,29.02,91.22,14.25,50.73,23.09,20.635,51.69,47.47,26.21,16.25,14.15,47.82,24.36,38.13,20.68,41.12,26.6768,48.8,66.97
2009/3/17,5.59,12.92,34.44,6.27,26.83,16.14,65.31,20.58,17.82,10,21.48,29.75,92.91,14.9,50.72,25.14,20.725,53.64,48.76,26.61,16.9,14.26,47.98,25.37,40.17,21.54,41.71,27.8729,50,69.09
2009/3/18,5.48,14.09,33.75,7.67,27.47,16.5,66.59,21.52,18.11,10.32,22.58,28.99,91.95,15.24,50.66,27.11,20.825,55.42,49.2,26.96,16.96,14.25,48.02,25.7,41.16,21.95,41.88,28.7512,50.44,69.17
2009/3/19,6.4,13.07,33.19,6.93,28.41,16.23,67.13,21.51,17.7,10.13,22.44,29.1,92.66,15.15,50.06,24.95,21.09,54.71,47.47,26.04,17.14,13.7,46.31,25.6,39.31,21.3,41.05,28.2653,49.95,68.33
2009/3/20,6.54,12.26,32.55,6.19,27.07,15.91,64.71,20.66,17.45,9.54,22.16,28.85,92.51,14.65,51.67,23.15,21.32,53.2,45.93,26.72,17.06,13.63,45.59,25.33,38.81,20.63,40.53,27.6673,49.59,66.09
2009/3/23,7.4,14.56,35.5,7.8,29.63,16.98,69.15,22.33,18.92,10.43,23.25,31.19,98.71,15.52,53.23,28.86,22.07,55.16,49.32,27.98,18.33,14.02,47.74,26.92,40.91,22.05,43.48,29.0315,51.48,70.53
2009/3/24,7.32,13.72,36.11,7.15,29.5,16.68,68.85,22.77,18.32,10.37,22.95,30.66,98.36,15,52.41,26.22,22.01,53.48,48.36,27.71,17.93,13.87,46.95,26.24,38.64,21.12,43.22,28.5269,51.05,69.35
2009/3/25,7.72,14.11,37.06,7.7,28.91,16.57,69.7,22.86,18.53,10.49,23.28,31.01,97.95,14.94,52.86,28.56,22.375,55.01,49.02,27.5,17.88,14.26,48.06,26.18,40.22,21.18,43.69,28.1719,51.68,70.16
2009/3/26,8.12,15.13,38.66,7.58,30.78,17.31,70.17,23.48,19.06,10.9,24.14,33.2,98.78,15.82,52.9,29.1,22.425,56.06,51.03,27.58,18.83,14.38,48.76,26.35,40.06,21.62,45.47,28.5363,52.76,71.23
2009/3/27,7.8,14.45,37.53,7.34,30.35,16.95,68.9,22.7,18.59,10.78,23.63,33.33,94.15,15.42,52.83,27.4,22.55,55.01,50.33,27.16,18.13,14.04,48.57,26,39.35,21.08,44.48,28.611,52.57,69.98
2009/3/30,6.69,12.81,35.52,6.03,27.53,16.31,66.8,21.93,17.85,9.93,23.38,32.12,94.52,14.72,53.01,24.85,21.96,53.92,48.65,26.55,17.48,13.7,47.28,25.16,38.52,20.54,42.6,28.2373,51.76,68.63
2009/3/31,7.34,13.63,35.58,6.82,27.96,16.77,67.24,22.33,18.16,10.11,23.56,32.06,96.89,15.05,52.6,26.58,21.975,54.57,49.72,26.75,18.37,13.62,47.09,25.2,40.64,20.93,42.98,28.2186,52.1,68.1
2009/4/1,7.6,14.44,35.44,7.05,28.99,17.46,68.3,23.44,18.79,10.17,23.83,32.88,97.61,15.03,53.04,28.14,22.43,55.24,50.65,26.99,19.31,13.99,48.21,25.92,42.14,20.68,43.88,29.1717,52.82,69.23
2009/4/2,8.18,14.98,37.2,7.24,31.54,18.14,70.31,25.23,20.21,10.74,24.77,33.69,100.82,15.7,52.97,28.16,22.67,56.35,52.13,27,19.29,13.77,49.42,26.54,41.97,21.07,45.94,30.3303,53.64,70.25
2009/4/3,8.17,15.33,37.69,7.6,32.15,18.16,70.48,25.97,20,10.94,25,34.15,102.22,15.95,52.15,29.28,22.485,56.64,52.11,26.46,18.75,13.55,49.63,26.83,42.61,20.54,45.63,30.6387,53.8,70.44
2009/4/6,7.91,15.16,38.16,7.48,31.31,17.53,69.89,25.44,19.62,11.19,24.85,33.76,101.56,15.86,52.2,28.2,22.495,55.94,52.08,26.67,18.76,13.71,49.65,26.59,42.14,21.93,46.31,30.8629,53.43,70.05
2009/4/7,7.79,15.01,36.64,7.36,29.45,16.85,68.4,24.32,19.12,10.65,24.37,33.31,98.75,15.45,51.36,27.25,22.31,55.4,50.8,26.27,18.76,13.51,48.68,25.53,41.42,23.45,45.16,29.6389,52.39,68.71
2009/4/8,8.06,15.72,36.87,7.06,29.57,17.13,68.48,24.92,19.36,10.64,25.12,33.06,101.19,15.27,51.45,27.43,22.495,55.56,51.38,26.76,19.19,13.48,48.47,25.39,42.14,22.86,44.62,29.6015,52.61,68.96
2009/4/9,8.85,18.83,39.15,9.55,32.52,17.82,69.23,26.48,19.88,11.33,25.9,34.43,101.7,15.98,51.41,32.75,22.495,56.67,53.13,26.3,19.65,13.55,49.19,26.1,42.84,23.86,47.29,29.9939,50.66,69.84
2009/4/13,9.15,20.46,37.15,11.02,33.16,17.89,67.98,26.81,19.53,12.13,25.96,34.52,99.95,15.99,51.15,33.7,22.365,56.11,53.35,26.05,19.59,13.48,48.04,26.02,43.8,24.37,46.39,29.6576,51.53,68.02
2009/4/14,8.83,18.43,37.04,10.09,32.7,17.93,66.58,26.65,19.02,11.51,25.34,34.12,99.27,16.01,51.37,30.7,22.105,54.82,52.94,25.68,19.35,13.34,47.25,25.28,41.34,24.5,45.55,29.2464,51.12,67.7
2009/4/15,9.05,20.62,37.57,10.44,33.02,17.56,66.7,27.4,19.73,11.83,25.67,34.85,98.85,15.62,51.77,32.56,22.515,53.95,53.73,26.25,18.83,13.86,48.75,25.45,43.64,25.11,46.76,29.6108,51.29,68.14
2009/4/16,9.15,20.69,38.39,10.34,32.71,18.08,65.93,28.34,20.51,12.27,25.97,36.6,101.43,15.89,52.2,33.24,22.55,54.7,54.76,25.85,19.76,13.9,50.43,25.99,43.19,24.36,47.5,29.6482,50.78,67.41
2009/4/17,9.26,21.81,38.32,10.6,32.29,17.99,66.01,28.42,20.38,12.39,26.1,36.3,101.27,15.6,53.05,33.26,22.51,56.09,53.81,25.73,19.2,14.16,51.66,25.95,42.53,24.14,47.32,29.6949,50.2,66.75
2009/4/20,8.36,18.98,36.48,8.02,30.48,17.31,63.87,26.74,19.41,11.35,25.15,34.68,100.43,15,52.47,29.69,22.165,55.33,51.97,25.22,18.61,13.59,50.73,25.29,40.37,24.21,45.81,28.9007,49.27,65.29
2009/4/21,8.69,19.57,36.65,8.76,31.39,17.69,64.88,28.06,19.47,11.7,25.87,35.43,102.31,15.36,52.46,32.53,21.545,55.63,53.29,23.54,18.97,13.52,51.37,25.28,42.64,22.8,47.99,29.0035,49.83,66.23
2009/4/22,8.64,19.43,37.3,8.26,32.45,17.44,63.75,27.74,19.4,11.8,26.17,34.68,102.55,15.67,51.18,31.9,21.465,54.25,53.06,22.97,18.78,13.04,49.6,25.74,39.93,22.81,46.89,28.882,48.96,64.75
2009/4/23,8.9,20.97,37.93,8.82,32.45,17.62,65.53,27.46,19.63,11.88,25.76,34.76,101.42,15.53,51.4,33.21,21.46,55.3,54.21,23.23,18.92,13.28,49.32,25.5,40.21,23.16,48.04,28.9661,48.86,65.71
2009/4/24,9.14,25.3,38.72,9.1,33.63,18.42,66.6,28.78,20.26,12.11,26.31,35.8,100.08,15.62,50.92,33.38,21.395,54.31,57,23.45,20.91,13.17,49.51,25.16,39.5,23.06,49.37,28.9661,47.87,66.57
2009/4/27,8.79,24.23,39.47,8.92,33.39,18.37,65.41,27.5,19.74,12.09,25.88,35.45,99.95,15.28,50.86,32.78,21.12,54.49,57.35,23.44,20.4,13.49,49.97,25.31,40.33,23.01,48.46,28.5363,48.51,66.13
2009/4/28,8.52,24.15,38.85,8.15,32.78,18.67,65.99,27.51,19.51,12,26.07,35.42,101.94,15.05,50.65,32.79,21.14,54.53,56.55,23.17,19.93,13.39,49.69,25.65,40.92,23.89,47.97,28.9287,48.47,67.08
2009/4/29,8.8,24.95,40.55,8.68,33.69,19.25,67.56,28.02,21.01,12.22,26.34,36.45,104.04,15.35,51.03,34.48,21.355,54.41,57.52,23.9,20.25,13.43,50.42,25.52,42.56,23.87,48.91,28.4148,50.45,68.44
2009/4/30,9.07,25.22,40.05,8.93,35.58,19.32,66.1,27.9,21.9,12.65,26.32,35.98,103.21,15.78,52.36,33,21.525,53.29,57.6,24.24,20.26,13.36,49.44,25.62,41.14,23.52,48.84,28.3494,50.4,66.67
2009/5/1,9.69,24.29,41.21,8.7,37.26,19.65,66.87,27.87,21.94,12.69,25.77,36.52,104.61,15.81,52.59,32.49,21.235,52.4,57.88,24.3,20.24,13.58,49.5,26.01,41.21,22.97,49.52,28.5456,50.05,68.01
2009/5/4,10.36,27.28,42.15,10.38,38.48,19.57,66.68,29.4,22.86,13.1,26.22,37.14,106.19,16.64,53.82,35.79,21.585,52.8,58.48,24.62,20.25,13.98,50.99,26.66,42.12,23.72,51.22,29.0035,50.9,68.12
2009/5/5,10.13,26.57,43.15,10.84,39.41,19.63,65.75,29.07,23.15,13.1,26.19,36.8,105.85,16.16,54.36,34.82,21.57,53.16,58.43,24.59,19.79,14.28,49.79,26.5,39.9,25.56,51.83,28.6204,50.46,67.65
2009/5/6,10.5,27.14,44.2,12.69,40,19.61,68.11,28.76,25.87,13.67,26.04,36.33,104.62,16.12,54.21,37.22,21.47,53.68,59.14,24.61,19.79,13.91,50.84,26.69,38.69,25.93,52.29,28.7418,49.51,68.58
2009/5/7,9.85,25.97,43.53,13.51,37.92,18.95,67.98,27.91,25.33,13.96,25.61,34.53,102.59,15.77,54.89,35.24,21.4,53.39,58.77,25.21,19.32,14.16,51.34,25.45,37.48,28.39,51.72,27.9009,49.89,68.93
2009/5/8,10.01,28.4,45.83,14.17,39.64,18.73,70.38,28.38,25.46,14.53,25.5,34.68,101.49,15.29,54.98,38.94,21.46,54.92,60.09,24.82,19.42,14.4,51.57,25.25,38.82,28.87,53.55,27.8916,50.14,70.8
2009/5/11,9.59,26.04,44.72,12.94,38.43,18.61,68,27.63,24.71,14.19,24.93,35.03,102.9,15.37,54.11,35.83,21.375,54.4,59.11,24.4,19.32,14.15,50.37,25.36,37.49,27.59,52.5,27.8635,50.63,69.27
2009/5/12,9.46,25.45,44.1,12.26,38.06,18.72,69.19,28.11,24.32,13.68,24.64,34.99,103.94,15.21,55,35.36,22.2,53.97,59.53,24.98,19.89,14.93,50.94,25.73,38.76,27.32,52.84,28.4055,50.9,70.82
2009/5/13,8.63,24.09,42.95,11.01,36.08,18.07,68.1,26.63,23.6,12.91,24.83,34.21,102.26,15.13,55.15,34.05,21.815,53.49,56.94,25.67,19.69,15.27,50.96,25.24,38.93,27.66,50.61,27.7981,50.03,69.77
2009/5/14,8.74,24.72,43.44,11.31,36.07,18.09,67.85,26.97,23.48,13.04,24.53,34.93,101.05,15.54,55.02,35.54,22.45,53.57,57.94,26.05,20.06,15.34,50.8,24.98,39.95,27.8,51.51,28.013,49.1,69.76
2009/5/15,9.03,24.23,43,10.67,35.74,17.92,65.88,26.93,23.41,12.86,24.4,35.01,101.37,15.19,55.41,34.91,22.48,53.46,57.92,25.47,20.22,15.01,50.67,24.88,39.76,27.51,51.28,27.6673,48.15,69.11
2009/5/18,9.49,26.13,44.37,11.73,37.78,18.72,66.03,28.22,24.21,13.47,26.02,35.73,104.58,15.52,56.05,37.26,23.035,54.2,59.23,25.74,20.6,15.19,52.52,24.59,40.6,27.81,52.98,27.7514,49.92,70.5
2009/5/19,9.68,24.79,44.62,11.25,37.67,18.88,65.86,28.34,23.82,13.7,24.63,36.58,105.51,15.65,55.89,35.81,23.32,53.87,59,25.77,20.31,15.1,52.95,24.67,39.27,27.46,52.3,27.7047,49.36,70.52
2009/5/20,9.49,23.98,44.58,11.49,37.3,18.6,65.21,28.2,23.55,13.77,23.83,34.67,104.05,15.58,55.87,34.55,23.5,56.25,58.2,26.09,20.38,15.11,54.02,24.13,38.98,27.78,51.74,27.8729,48.94,69.61
2009/5/21,9.1,24.15,43.29,11.41,35.54,18.1,64.47,27.3,23.23,13.24,22.89,34.22,102.82,15.18,54.99,34.9,23.34,55.69,56.55,26.12,19.82,14.83,53.02,23.67,39.7,26.92,50.76,27.2468,49.11,68.39
2009/5/22,8.86,23.4,42.94,11.07,34.31,17.89,64.44,27.77,23.7,13.1,22.86,34.14,101.89,15.05,54.77,34.41,23.65,57.08,56.07,26.17,19.75,14.96,53.03,23.68,40.26,26.3,51.04,26.9198,49.25,68.83
2009/5/26,9.27,24.57,44.16,10.98,35,18.49,65.66,28.31,24.54,13.39,23.8,34.47,105.02,15.48,55.26,36.54,23.605,58.84,57.91,26.56,20.34,15.02,53.78,24.51,41.41,27.19,52.74,27.686,50,69.81
2009/5/27,9.05,23.5,43.57,10.91,35.05,18.22,64.57,27.56,23.87,12.99,23.33,34.34,102.93,15.46,54.22,34.66,23.315,57.82,56.04,26.63,20.13,14.66,51.78,24.07,38.92,27.49,51.44,27.0506,49.32,68.3
2009/5/28,9.09,24.3,44.32,11.3,34.59,18.51,65.81,27.79,23.99,13.19,22.7,34.7,104.69,15.72,54.53,36.65,23.45,58.13,56.55,26.77,20.45,14.69,52.59,24.63,39.45,27.19,52.38,27.3496,49.55,69.23
2009/5/29,9.22,24.85,44.85,11.27,35.46,18.5,66.67,28.47,24.22,13.48,23.16,34.35,106.28,15.72,55.16,36.9,24.58,58.99,57.1,27.58,20.89,15.19,51.94,24.79,40.66,26.6,52.61,27.3403,49.74,69.35
2009/6/1,9.83,25.99,47.7,11.21,37.55,19.5,69.21,29.9,25.03,13.86,24.16,36,108.37,16.5,55.78,36.11,24.51,59.85,59.29,27.53,21.4,14.76,53.36,24.64,41.91,27.5,55.27,27.3309,50.59,71.76
2009/6/2,10.52,24.71,49.2,11.41,37.45,19.61,69.35,30.05,25.13,13.8,24.5,35.84,106.83,16.19,56.21,34.5,24.83,60.38,59.96,27.7,21.4,14.98,53.71,24.84,42.98,28.1,55.58,27.6299,49.93,72.92
2009/6/3,10.07,24.48,48.37,11.21,36.66,19.36,68.26,28.89,25.08,13.5,24.37,35.63,106.49,15.94,56.16,33.98,24.545,60.99,59.5,27.59,21.73,14.89,53.81,24.46,42.7,27.5,54.69,27.6486,50.88,72.08
2009/6/4,10.69,25.25,50.57,11.87,38.02,19.67,69.79,28.71,25.14,13.75,24.57,36.09,106.33,16.13,55.84,35.35,24.88,60.24,59.85,26.58,21.83,14.64,53.35,24.36,43.62,27.27,55.13,27.6299,50.87,72.98
2009/6/5,10.94,24.95,52.65,11.86,38.47,19.87,69.37,27,24.95,13.54,24.17,37.35,107.24,15.92,55.93,34.55,24.72,59.87,60.94,26.07,22.14,14.51,53.18,24.56,43.75,27.1,56.39,27.3309,51.07,72.97
2009/6/8,10.77,25.65,52.83,12.06,38.57,19.87,69.58,26.21,25.33,13.56,24.56,37.41,107.49,15.92,55.63,35.39,24.69,58.72,60.69,25.93,22.05,14.31,53.14,24.4,43.92,26.05,56.49,27.359,50.81,73.17
2009/6/9,11.15,26.93,52.35,12.06,38.24,20.08,70.19,26.93,25.33,13.57,24.35,36.84,108.14,16.42,55.7,35.26,24.545,59.08,60.34,25.72,22.08,14.13,52.41,24.21,44.04,25.98,55.52,27.4898,50.61,73.12
2009/6/10,11.49,26.69,52.3,11.98,37.62,19.95,70.22,26.77,25.1,13.4,24.39,36.79,108.35,16.46,55.66,34.84,24.205,58.36,60.46,25.59,22.55,14.05,52.08,24.28,43.77,25.73,55.5,27.5925,50.06,73.84
2009/6/11,12.22,25.63,50.66,12.97,37.61,20.1,71.9,27.11,25.23,13.46,24.23,37.23,109.4,16.35,56.05,34.94,24.29,57.67,60.58,26.19,22.83,14.63,52.01,24.79,43.57,24.05,55.55,27.7981,49.32,74.05
2009/6/12,11.99,25.16,51.44,13.72,37.73,19.91,72.67,27,25.06,13.51,24.15,37.76,108.21,16.31,56.06,35.13,24.445,58.36,61,26.08,23.33,14.76,52.55,25.01,43.2,24.21,55.84,27.957,49.84,73.78
2009/6/15,11.21,25.23,49.52,13.33,36.12,19.36,71.08,25.79,24.25,13.15,23.85,37.08,107.62,15.97,54.75,34,24.055,57.78,59.31,24.96,23.45,14.13,51.33,24.63,42.56,23.51,54.72,27.7794,48.46,72.81
2009/6/16,10.9,24.69,48.83,12.73,35.56,19.08,69.88,25.2,23.49,12.78,23.2,36.84,107.32,15.86,54.62,33.5,23.915,57.07,58.41,24.43,23.45,14.16,50.1,24.22,42.37,24.02,54.58,27.6019,48.25,71.63
2009/6/17,10.49,23.95,48.55,12.3,34.8,19.2,68.83,24.8,23.68,12.25,23.65,37.42,107,16.14,55.2,32.73,23.965,57.37,59.04,24.77,23.68,14.58,50.01,24.14,42.51,24.02,54.68,27.8261,48.56,71.42
2009/6/18,10.78,24.1,48.96,12.9,34.08,18.99,68.43,25.17,23.72,11.97,23.35,37.55,106.33,15.87,55.79,34.17,24.775,58.16,59.31,25.65,23.5,14.92,51.17,24.13,42.53,25.45,54.93,28.1158,48.68,71.44
2009/6/19,11,24.64,48.44,13.22,33.65,18.92,68.06,24.97,23.53,12.1,23.52,38.35,105.89,16.01,56.09,35,24.405,58.17,59.37,25.91,24.07,15,50.64,24.04,42.08,25.43,54.2,27.714,48.17,71.05
2009/6/22,10.02,23.23,46.9,11.94,32.36,18.41,65.76,24.1,22.66,11.52,23.25,37.74,104.52,15.68,55.49,32.87,23.995,57.2,57.47,25.18,23.28,14.79,50.56,24.15,41.06,24.56,52.58,28.0504,48.59,68.84
2009/6/23,10,23.39,43.87,12.23,33,18.57,65.96,24.4,22.88,11.6,22.88,37.36,104.44,15.82,55.01,33.57,23.9,56.76,57.06,25.11,23.34,14.73,50.55,24.66,41,24.54,51.84,28.5176,48.35,68.95
2009/6/24,10.21,22.93,41.32,12.35,33.4,18.61,65.72,24.83,22.9,11.7,22.68,37.22,104.15,16.1,55.46,33.46,23.75,56.3,57.48,25.45,23.47,14.72,50.55,24.65,40.76,24.81,50.81,28.7792,48.51,68.45
2009/6/25,10.72,24.44,42.53,12.35,34.49,19.03,66.87,25.29,23.55,11.86,23.57,38.12,106.06,16.31,56.27,34.14,23.925,57.46,58.9,26.57,23.79,15.33,51.68,24.85,40.91,24.99,52.03,29.0502,49.15,69.88
2009/6/26,10.76,23.76,41.88,12.75,34.56,18.91,65.95,25.38,23.43,11.75,23.61,37.61,105.68,16.3,56.6,34.45,24.065,57,59.26,27,23.37,15.19,51.75,24.82,40.88,24.77,51.55,28.9568,48.63,69.05
2009/6/29,10.44,24,42.65,13.19,34.74,18.99,66.88,26.01,23.66,11.76,23.87,38.98,105.83,16.38,56.96,34.6,24.145,57.23,59.96,27.85,23.86,15.26,52.23,25.22,41.01,25.12,52.47,29.3025,48.76,70.58
2009/6/30,10.33,23.24,42.5,13.2,33.04,18.64,66.25,25.62,23.33,11.72,23.63,38.65,104.42,16.55,56.8,34.11,23.995,57.49,60.1,27.96,23.77,15,51.1,24.84,41.04,24.98,51.96,28.7138,48.44,69.91
2009/7/1,10.35,23,42.23,13.05,33.19,18.8,66.52,25.8,23.45,11.78,23.71,38.68,104.84,17.04,57.07,33.77,24.59,58.22,60.74,28.05,24.04,14.9,52,25.07,41.13,25.16,52.28,28.7979,48.37,70.56
2009/7/2,9.86,22.27,40.83,12.64,31.74,18.5,64.42,24.78,22.84,11.46,22.81,37.85,101.73,16.72,55.98,32.27,24.44,57.45,60.25,27.01,23.37,14.48,51.11,24.59,39.2,23.91,50.24,28.1999,47.79,68.49
2009/7/6,9.26,23.52,40.56,12.15,31.7,18.53,64.14,25.33,23.09,11.48,22.88,37.73,101.65,16.54,56.62,32.6,24.5,57.99,60.67,27.89,23.2,14.57,52.17,24.8,39.94,24.09,50.9,28.3681,47.73,68.1
2009/7/7,9.41,22.63,39.04,12.15,30.29,18.24,62.7,24.04,22.53,11.01,22.4,36.84,100.19,16.25,56.23,32.81,24.32,56.8,58.76,27.62,22.53,14.59,51.91,24.33,39.04,25.17,49.43,27.6953,47.84,66.56
2009/7/8,9.46,22.72,39.55,11.84,30.58,18.13,62.78,24.18,22.24,10.71,22.66,37.21,100.68,15.94,57.08,32.71,24.255,57.04,59.02,28.04,22.56,14.61,52.64,23.54,39.07,24.67,49.68,26.7703,48.37,66.26
2009/7/9,9.23,22.8,39.3,11.97,30.65,18.17,63.08,24.5,22.53,10.86,22.68,37.3,102.08,16.02,56.69,33.62,24.355,56.77,59.09,27.01,22.46,14.29,52.41,23.38,39.05,24.94,49.65,26.7609,48.08,65.97
2009/7/10,9.34,23.22,39.65,11.88,30.53,18.34,61.4,24.61,22.41,10.78,22.52,37.24,100.83,16.04,56.93,32.34,24.155,57.05,59.79,26.45,22.39,14.2,52.22,23.44,39,24.67,49.64,26.7423,47.57,65.12
2009/7/13,9.66,24.52,40.44,12.99,31.8,18.57,62.44,25.26,22.7,11.46,23.11,37.3,103.62,16.49,57.72,34.71,24.525,57.27,60.49,26.82,23.23,14.76,52.98,23.77,40.4,25.01,51.42,27.144,47.83,65.7
